Sentence;Schema;Schema Slot;Slot Value;Pattern;Lexical Trigger;Target LM;Target CM;Source LM;Source CM;Sentence ID;Sentence DE;QUALY;Source LM DE
Includes locking glass lid to protect your firearm from dust and unauthorized handling.;01 Health and Safety;Threatened;firearm;;protect;firearm;Guns;protect;Protection;2897611;Inklusive abschließbarem Glasdeckel zum Schutz Ihrer Schusswaffe vor Staub und unbefugter Handhabung.;high;Schutz
Being pro-gun simply means you protect guns..... a slogan designed to get people to give up their rights and protect a perceived safety mechanism.;01 Health and Safety;Threatened;guns;;protect;guns;Guns;protect;Protection;2119913;Pro-Waffen zu sein bedeutet einfach, dass Sie Waffen schützen ... ein Slogan, der Menschen dazu bringen soll, ihre Rechte aufzugeben und einen vermeintlichen Sicherheitsmechanismus zu schützen.;high;schützen
Protect Children Not Guns;01 Health and Safety;Threatened;guns;;protect;Guns;Guns;Protect;Protection;2425905;Schützen Sie Kinder, nicht Waffen;high;Schützen
In firearm owners case it is because they have exchanged their rights for firearm ownership and now protect their guns, not their rights.;01 Health and Safety;Threatened;guns;;protect;guns;Guns;protect;Protection;2672799;Im Fall von Schusswaffenbesitzern liegt es daran, dass sie ihre Rechte gegen den Besitz von Schusswaffen eingetauscht haben und jetzt ihre Waffen schützen, nicht ihre Rechte.;high;schützen
It's a crime people don't care about their rights and prefer to protect their guns or buy more instead.;01 Health and Safety;Threatened;guns;;protect;guns;Guns;protect;Protection;2673125;Es ist ein Verbrechen, dass sich die Leute nicht um ihre Rechte kümmern und es vorziehen, ihre Waffen zu schützen oder stattdessen mehr zu kaufen.;high;schützen
Through the four actions we have taken today, FHFA and Treasury have acted on the responsibilities we have to protect the stability of the financial markets, including the mortgage market, and to protect the taxpayer to the maximum extent possible.;01 Health and Safety;Threatened;taxpayer;;protect;taxpayer;Taxation;protect;Protection;2659413;Durch die vier Maßnahmen, die wir heute ergriffen haben, sind FHFA und Treasury unserer Verantwortung nachgekommen, die Stabilität der Finanzmärkte, einschließlich des Hypothekenmarktes, und den Steuerzahler im größtmöglichen Umfang zu schützen.;high;schützen
President Obama, who created the idea of the sequester, is now against the sequester, saying it will lead to massive layoffs and accusing Republicans of choosing to protect the wealthy over first responders.;01 Health and Safety;Threatened;wealthy;;protect;wealthy;Wealth;protect;Protection;2660722;Präsident Obama, der die Idee des Sequesters entwickelt hat, ist jetzt gegen den Sequester und sagt, er werde zu massiven Entlassungen führen, und beschuldigt die Republikaner, die Reichen gegenüber den Ersthelfern zu schützen.;high;schützen
But dire consequences are not expected by some legal experts, including Sanford Levinson, a noted constitutional scholar and liberal-leaning professor at the University of Texas who made news when he wrote that he, too, believed the Second Amendment protected individual rights to bear arms.;01 Health and Safety;Threatened;rights to bear arms;;protected;rights to bear arms;Gun Rights;protected;Protection;3701387;Einige Rechtsexperten erwarten jedoch keine schlimmen Konsequenzen, darunter Sanford Levinson, ein bekannter Verfassungswissenschaftler und liberal gesinnter Professor an der University of Texas, der Nachrichten machte, als er schrieb, dass auch er glaubte, dass der zweite Verfassungszusatz das individuelle Recht schützt, Waffen zu tragen .;medium;schützt
"The claim is that ""it protected the guns of the time.""";01 Health and Safety;Threatened;guns;;protected;guns;Guns;protected;Protection;2145743;"Die Behauptung lautet, dass ""es die Waffen der damaligen Zeit geschützt hat"".";high;geschützt
"By responsibly using the statutes provided by Congress, the FBI has made substantial progress in its ability to proactively investigate and prevent terrorism and protect lives, while at the same time protecting civil liberties.""";01 Health and Safety;Threatened;civil liberties;;protecting;civil liberties;Democracy;protecting;Protection;2432390;"Durch den verantwortungsvollen Umgang mit den vom Kongress bereitgestellten Statuten hat das FBI erhebliche Fortschritte in seiner Fähigkeit gemacht, Terrorismus proaktiv zu untersuchen und zu verhindern und Leben zu schützen, während es gleichzeitig die bürgerlichen Freiheiten schützt.""";high;schützt
--as opposed to, quite obviously, reducing gun violence--in the way that protecting gun rights is its own goal.;01 Health and Safety;Threatened;gun rights;;protecting;gun rights;Gun Rights;protecting;Protection;2427884;-- im Gegensatz zu einer ganz offensichtlichen Verringerung der Waffengewalt -- in der Weise , dass der Schutz von Waffenrechten ihr eigenes Ziel ist .;high;Schutz
The problem I feel we have is we have far too many irresponsible people with guns and far too lax protections on protecting guns from the hands of those who would use them for harm.;01 Health and Safety;Threatened;guns;;protecting;guns;Guns;protecting;Protection;2133696;Das Problem, das wir meiner Meinung nach haben, ist, dass wir viel zu viele verantwortungslose Menschen mit Waffen und viel zu lasche Schutzvorkehrungen haben, um Waffen vor den Händen derer zu schützen, die sie für Schaden einsetzen würden.;high;schützen
Yeah right you go on protecting the guns and lets see what that gets us.;01 Health and Safety;Threatened;guns;;protecting;guns;Guns;protecting;Protection;2168586;Ja richtig, beschütze weiter die Waffen und lass uns sehen, was uns das einbringt.;high;beschütze
"Leaders from some of the nation&apos;s largest Christian congregations are urging President Obama and members of Congress to find a way to agree on new revenue and spending cuts that will reduce the deficit while protecting the poorest Americans.";01 Health and Safety;Threatened;Americans;;protecting;Americans;Poverty;protecting;Protection;2659726;Führer einiger der größten christlichen Gemeinden des Landes drängen Präsident Obama und Mitglieder des Kongresses, einen Weg zu finden, sich auf neue Einnahmen- und Ausgabenkürzungen zu einigen, die das Defizit verringern und gleichzeitig die ärmsten Amerikaner schützen.;high;schützen
The Constitution protects many other civil liberties besides the freedom of speech and religion, the right of privacy, and the rights of the accused.;01 Health and Safety;Threatened;civil liberties;;protects;civil liberties;Democracy;protects;Protection;2581267;Neben der Rede- und Religionsfreiheit, dem Recht auf Privatsphäre und den Rechten des Angeklagten schützt die Verfassung viele weitere bürgerliche Freiheiten.;high;schützt
The Supreme Court in 2008 ruled, in a case that overturned the District of Columbia's handgun ban, that the Constitution protects individual gun rights.;01 Health and Safety;Threatened;gun rights;;protects;gun rights;Gun Rights;protects;Protection;2426057;Der Oberste Gerichtshof entschied 2008 in einem Fall, der das Handfeuerwaffenverbot des District of Columbia aufhob, dass die Verfassung individuelle Waffenrechte schützt.;high;schützt
that claim destroys your prior argument that the second amendment protects no gun nor any class of firearms;01 Health and Safety;Threatened;gun;;protects;gun;Guns;protects;Protection;2147028;Diese Behauptung zerstört Ihr vorheriges Argument, dass die zweite Änderung weder eine Waffe noch eine Klasse von Schusswaffen schützt;high;schützt
"I find it funny that you talk about perverted the second amendment after you have made such idiotic claims that the 2 protects no guns and that owning one gun is sufficient to permanently ""enjoy"" your second amendment rights what credentials does the Matt Talibi have?";01 Health and Safety;Threatened;guns;;protects;guns;Guns;protects;Protection;2103075;"Ich finde es lustig, dass Sie über die perverse zweite Änderung sprechen, nachdem Sie so idiotische Behauptungen aufgestellt haben, dass die 2 keine Waffen schützt und dass der Besitz einer Waffe ausreicht, um Ihre Rechte der zweiten Änderung dauerhaft zu ""genießen"". Welche Referenzen hat der Matt Talibi?";high;schützt
Every time someone protects taxation they protect violence, because taxation will never be voluntary.;01 Health and Safety;Threatened;taxation;;protects;taxation;Taxation;protects;Protection;3125324;Jedes Mal, wenn jemand die Besteuerung schützt, schützt er die Gewalt, denn die Besteuerung wird niemals freiwillig sein.;high;schützt
The GOP protects the rich at all cost and are willing to sink the whole ship to do it.;01 Health and Safety;Threatened;the rich;;protects;the rich;Wealth;protects;Protection;3519110;Die GOP schützt die Reichen um jeden Preis und ist bereit, dafür das ganze Schiff zu versenken.;high;schützt
"As Jefferson's comment suggests, the right to acquire property was the critical right for the founders; it made property rights the friend of the poor by allowing them to earn and safeguard wealth (""the fruits acquired by"" work).";01 Health and Safety;Threatened;wealth;;safeguard;wealth;Wealth;safeguard;Protection;3123007;"Wie Jeffersons Kommentar andeutet, war das Recht, Eigentum zu erwerben, das entscheidende Recht für die Gründer; es machte Eigentumsrechte zum Freund der Armen, indem es ihnen erlaubte, Reichtum zu erwerben und zu sichern (""die durch Arbeit erworbenen Früchte"").";high;sichern
In addition to democracy, safeguarded constitution, there should also be separation of powers.;01 Health and Safety;Threatened;constitution;;safeguarded;constitution;Democracy/Government;safeguarded;Protection;3120506;Neben Demokratie, gesicherter Verfassung soll es auch Gewaltenteilung geben.;high;gesicherter
If you disagree with a gun ban, then don't come here and defend a gun ban.;01 Health and Safety;Threatened;gun ban;;defend;gun ban;Guns;defend;Protection/Struggle;2890755;Wenn Sie mit einem Waffenverbot nicht einverstanden sind, dann kommen Sie nicht hierher und verteidigen Sie ein Waffenverbot.;high;verteidigen
These actions caused the NRA and gun owners to get political and counterattack the Dem schemes the Dem solution changed to punishing the pro gun groups who funneled lots of money to pro gun (usually GOP) candidates. that is why we conservatives have become more active in defending gun rights-because Dem assholes in office wanted to rape our rights to stave off attacks that Dems are weak on dealing with violent street crime;01 Health and Safety;Threatened;gun rights;;defending;gun rights;Gun Rights;defending;Protection/Struggle;2143173;Diese Aktionen führten dazu, dass die NRA und die Waffenbesitzer politisch wurden und die Dem-Schemata konterten. Die Dem-Lösung änderte sich in die Bestrafung der Pro-Waffen-Gruppen, die viel Geld an Pro-Waffen-Kandidaten (normalerweise GOP) weiterleiteten. Aus diesem Grund sind wir Konservativen aktiver bei der Verteidigung von Waffenrechten geworden – weil Dem-Arschlöcher im Amt unsere Rechte vergewaltigen wollten, um Angriffe abzuwehren, die Dems im Umgang mit gewalttätiger Straßenkriminalität schwach sind;low;Verteidigung
To those who claim that the Congress has no power to pass a bill requiring all States and territories of the United States to enforce the second amendment by requiring them to honor concealed carry permits issued in all other states, the fourteenth amendment was intended to give the Congress exactly such power.;01 Health and Safety;Threatened;second amendment;;enforce;second amendment;Gun Rights;enforce;Rule Enforcer;3769067;Für diejenigen, die behaupten, dass der Kongress keine Befugnis hat, ein Gesetz zu verabschieden, das alle Staaten und Territorien der Vereinigten Staaten verpflichtet, die zweite Änderung durchzusetzen, indem sie von ihnen verlangen, in allen anderen Staaten ausgestellte verdeckte Tragegenehmigungen einzuhalten, sollte die vierzehnte Änderung dies tun Kongress genau solche Macht.;low;durchzusetzen
